	mes	rating
309	Купил так как нужен был телефон для выхода в интернет. Первое впечатление было хорошее. Ладный дизайн, неплохой набор опций (за эту цену). Если коротко можно брать если нет денег на другую модель и вам этот телефон нужен не для работы, а то замаетесь:).	0
310	в руке, действительно лежит удобно, несмотря на немалый вес. К внешнему виду и качеству сборки претензий тоже нет. От экрана и батарейки ожидал большего и разочарован. Камера снимает очень хорошо, но нужно выставлять для этого, ручные настройки. Очень, на мой взгляд, скудное программное обеспечение....	0
311	Плохой мр3-плеер:музыка слышна,а голос певца тихий или с искажением.не поставить мр3-мелодию на звук смс и календаря.на вторую симку не поставишь мелодию мр3.	0
312	елефон отличный) но есть один большой недостаток! приложения устанавливаются только на память телефона любое приложение! а в свойствах пишется якобы на флешке. это всё из за того что телефон видит память телефона как флеш накопитель! флешка тут чисто для музыки и видео!!!! отдал телефон...	0
313	елефон отличный) Но есть один БОЛЬШОЙ недостаток! Приложения устанавливаются только на память телефона Любое приложение! А в свойствах пишется якобы на флешке. Это всё из за того что телефон видит память телефона как флеш накопитель! Флешка тут чисто для музыки и видео!!!! Отдал телефон...	0
314	Сломался через 2 недели перестал заряжать больше 1% потом вообще не заряжался , отдал по гарантии на экспертизу , сказали что то с платой, в итоге предложили ремонт  3200 (цена этого телефона) и по гарантии не проходит так как там какие то потёртости были, вообщем судите сами	0
315	Всем привет!Данный смартфон назвать смартфоном нельзя...ибо по функциональности он никакой!Экран вообще включается раза с 4-5 или вообще не включается.Когда звонят,экран может не включиться и принять вызов вообще невозжомно...Пару раз было,что после зарядки на 100% через 2-3 часа...	0
316	Купил, пожалел, разочаровался. Телефон тупит. Слабый процессор. adreno 200 хуета старая, на ray и то 205 хоть он и сам телефон старый. На андроиде 4.1 вообще говорить нечего, лаг за лагом, косяк за косяком. 1 ядро, для телефона 2012 года это Гов... Даж говорить не хочу. Что насчёт игр,...	0
317	могу сказать одно -г-но! купил в августе по акции ,на пятый день сломался( не включался).хотел вернуть не приняли, сложный говорят агрегат возврату без экспертизы не подлежит.отправили на экспертизу 4го сентября ответ дали 28 октября!!!! заключение экспертизы на руки не дают говорят коммерческая...	0
318	Друзья купил этот телефон,вроде как порадовался за функциональность,но вовремя звонка опонентов почему то всегда плохо слышно хотя звук на максимуме,минус этого телефон в том, что на него нет такого чехла который одел и можешь больше не снимать((((,а т.к. я не люблю такие чехлы которые можно где...	0
319	Купила в июле 2012, в солидном магазине, не на базаре, не со вторых рук. Изначально начались проблемы: дозваниваюсь к кому - нибудь, я слышу, а меня - нет! Друзья и знакомые уже привыкли, если молчание. то звоню я. Лишь со второго или третьего раза будет соединение. Это плохо, особенно. если звонить...	0
320	не берите!!!!!!!!!!!!!!!!!!!!!кстати есть есть код на увеличение звука в динамике	0
321	Совсем недавно повёлся на положительные отзывы об этом телефоне. Смартфон по цене всего 1890 рублей покупал его для сына как игрушку. Но прежде чем отдать решил про тестировать данный девайс на производительность. И как оказалось не зря. Низкая цена объяснялась тем, что телефон работает только в...	0
322	Пользуюсь два месяца, до сих пор не могу нарадаватся. Перешёл на него с люмии и не разу не пожелел, каждый день открываю в нём новые возможности, на 90% заменил ПК.	0
323	Купил телефон Samsung S5610. и первое что я обнаружил музыка мп3 которую скидываю через пк он не видит не на карте памяти не в самом телефоне, но может ее он воспроизвести проигрывателе но толку от этого мало ее нельзя установить не на звонок не на абонента подскажите как с этим бороться или только...	0
324	Хрень полная. Нижние символы тоже не реагируют на касание. Касание на экран  реагирует с третьего, четвертого, а то и с пятого раза. Что ни пробовал, ничего не помогает. Может кто подскажет что можно сделать? Или я его просто тупо выброшу.	0
325	красивый телефон, зарядка хватает на 2 дня если за два дня 25 звонков и 20 минут в интернете, а если больше на 1,5 дня, каждое утро сам обновляется, удаляются сохранённые контакты, смс, рабочий стол, фото, музыка, вообщем всё. сбиваются все настройки не отправляются смс, при подключении к зарядному...	0
326	очень мало памяти на самом телефоне,присутствует интернет)но игры и книги не тянет(зарядка держит пока батарея новая но так в общем везде.За такие деньги думаю можно взять такой телефон)	0
327	Телефон слишком простенький ,но имеет очень крепкий корпус .Один раз выпал из окна на даче ,приземлился на камни ,и одна маленькая царапинка на задней панели .Через год после использования начинает дико тупить.Иногда даже не дает набрать номер ,а иногда сам выключается и включается , и так пока не...	0
328	Глючит постоянно, то одна сим отключится, то обе. При поиске часто не принимает набор с клавы. Батареи хватает максимум на 8-9 часов. Использую 5 месяцев, жаль потрачены деньги. Клавиши выбора сим очень близко друг от друга, после завершения разговора по одной часто случайно начинаешь вызов на...	0
329	В принципе телефон не плохой , идеально подойдёт для не требовательного человека , но лично для меня он не подошёл по 4 причинам . 1 . Малость подтормаживает , и долго грузит программы и интернет . 2 . Камера не тянет на свои 8 м.п.с , нет я не имею ввиду , что снимки получаются расплывчатыми , тут...	0
330	Не советую покупать изделия марки Highscreen, если не в курсе что такое root, перепрошивка, с++ и make.	0
331	Самый тупой телефон,который когда-либо у меня был!!!Не прошло и года , а он уже начинает тупить,мало того что батарейка на день и не хватает,так еще и постоянно сам выключается и включается ,за день раз 10.Еще не прошло и месяца до меня не могли дозвониться,была не доступна..а сейчас..через год так...	0
332	Самый дурной телефон который могли только придумать, Bluetooth не работает, интернет только wap( который жрет много денег) и вай фай, скачать на этот телефон возможно только бесплатные ненужные программы, остальное он не поддерживает, при разговоре меня на другом конце не слышат, музыку для звонка...	0
333	"Ну что сказать. Телефон классный. Пользуюсь два дня. Только во время звонка блокирует экран и ни на какие кнопки уже не реагирует - только перезагрузка. Выяснилось, что гарантийный ремонт можно делать только ""у них"". Переписка с тех поддержкой не порадовала - ни адреса куда ехать с телефоном, ни..."	0
334	я уже писала положительный отзыв об этом девайсе,но через год активного использования мое мнение поменялось в худшую сторону. все началось что начал глючить wi-fi. стало с одной стороны обидно что выкинула деньги на ветер и деньги немаленькие покрайней мере для меня десять тысяч рублей это большая...	0
335	Ну конечно не сахар но зато удобный все легко находиться батарея конечно слабенькая хватает на день полтора, но в целом хороший, бывает тупит но это всё из-за того что я зашла например в галерею и сразу же в ту секунду выхожу, но это я виновата...а у вас если тупит то гарантия есть и в магазин...	0
336	Телефон очень даже шустрый, хорошую навигацию IGO Amigo 8 поставил на него, оперой серфил в инете. Прекрасные читалки на него ставятся. Батарею держит 1.5 суток. Что смущает, так это сенсорика даже со стилусом не самая лучшая!	0
337	"Это просто ужас. Этот ""Смартфон"" за все время использования а это не много не мало аж 2 месяца сломался 5 раз и все эти поломки каждый раз якобы ""исправляли"" в сервисном центре. Но через каждые 2 дня использования он ломался. На данный момент я пытаюсь вернуть деньги за этот..."	0
338	За два месяца использования телефон показал себя как надежный, не тупящий не глюченный, и не виснущий аппарат. Легкий удобный, яркий экран. Не плохой аккумулятор на полтора дня хватает. Удобная кнопка, на которую можно назначить разные функции, например камеру. GPSочень выручает за рулем, посмотрел...	0
339	Мне купили родители телефон Samsung GT-S5230. Пользуюсь я им уже больше года. Камера плохо работает. Очень мало памяти на телефоне.Камера покрылвсь ржавчиной. Экран поцарапался за 1 месяц. Западают кнопки. Телефон очень простой, очень лёгкий, но есть одна большая проблема, если хоть капля воды...	0
340	очень ошиблась в выборе!!!!!!!!!!!права покупателей на нуле!!!!!!!!после недельного использования телефон полностью отключился и не на что не реагирует!!!!!при обращении для замены (так как не прошло 14 дней)....меня почти послали!!!!!!!!!!!!короче фуфло	0
341	Народ не берите его только потому что на нем есть цветочки...Пользуюсь уже год и месяца два три.Не трепите нервы, и не берите его!	0
342	телефон мне не нравится,в интернет когда заходишь,то тормозит телефон,если нужно что-нибудь перекачать с компа на тел,то перекачивая, все время форматируется флешка,еще сам дизайн бесит,крышка задняя царапается с легкостью,вот так вот,я б не посоветовала такой тел!	0
343	Модель ориентирована специально на людей с недостатками зрения (крупные кнопки и цифры на них соответственно) - это хорошо. Есть даже три варианта расцветки корпуса. Но на этом удобство и заканчивается. В остальном разработчики почему-то о специфике модели забыли. Цветовое решение меню - ужасное....	0
344	На свой юбилей я решила купить себе телефон nokia С5-00.2, на первый взгляд телефон мне даже очень понравился своим дизайном и тех. характеристиками, но как только я начала им пользоваться вскрылись его недостатки.	0
345	Сразу оговорюсь, что телефоном пользуюсь всегда по назначению, и желательно, что бы в нем была хорошая камера. Какие то доприложения не интересны и практически их не пользую. По этому при смене очередного телефона выбор пал на BlackBerry. В общем отзыв вчера родился коротко и в двух словах, когда...	0
346	не советую ,разочаровался с первого дня после покупки , надо было сразу нести сдавать ,звук на максимум а собеседника еле слышно , такое чувство , что в ведро говорит (на 700 рублевом самсунге звук намного лучше) часто теряет связь , фото с камеры нормальное если его просматривать только на телефоне...	0
347	"Телефон симпатичный на вид.Сенсор очень глупый.Почему то именно на этом телефоне постоянно нету связи.Хотя как это связанно? Посоветовать его не могу.Это эконом вариант ""приличного"" телефона."	0
348	"10 мая 2013 купил себе этот телефон.купился на цену и его возможности,но сразу догадывался что есть подвох.сначала все нравилось,не мог ""нарадоваться"".но вот спустя две недели пришлось сдать его обратно в салон на ремонт либо чтоб вернули деньги.телефон стал разряжаться буквально за пять..."	0
349	телефон отличный в пользование, но после 5 месецев работы почему то просто напросто выключилась и все. больше не включается не могу понять поставил на зарядку думал батарея. нет уж, сериозные проблемы только начались, Все контакты номера тел все на телефоне, со всеми связи нет. понес на ремонт (оно...	0
350	В общем и целом телефон не плохой, за свои деньги в нем есть все что нужно: WiFi, GPS, Bluethooth, 3G. Аппарат оказался довольно легкий, но при это аккумулятора хватает на весь день. Порадовал шустрый Андроид 4.1.2. И самое главное за месяц пользования ни разу не зависал!	0
351	Купил телефон в Мегафоне город Можайск на станции, Плюсов не телефон как телефон можно найти и лудше за эти деньги. Купил и сразу попал на косячный телефон батарея быстро разряжается (за 2 часа в режиме ожидания) включаешь gps то она перегревается и телефон отключается Советую не покупать такой. на...	0
352	Купил самсунг s4, разговорный верхний динамик при полной громкости фонит (скрип на звонких), приходиться убавлять звук на половину (подал претензию продавцу). На следующий день, меня отшили, менять не будем, пишите претензию! Рассмотрим, в течении 10 дней, дадим ответ, заберем на экспертизу на 20...	0
353	ТЕЛЕФОН ОТСТОЙ БАТАРЕЙКА НЕ ХВАТАЕТ НА 6 ЧАСОВ!!! СЕНСОР ТОРМОЗ ОСОБЕННО КОГДА НА УЛИЦЕ МНЕ НЕ ПОНРАВИЛСЯ!!! Я БЫ ЛУЧШЕ САМСУНГ С2 ПЛЮС КУПИЛ БЫ!!!! И ТО ЛУЧШЕ!!!	0
354	телефон внешн еочень понравился однако уже на следуйший день после покупки начал показывать себя. зарядка быстро кончается я понимаю андроид но в режиме ожидания не более 5 часов это... камера не впечатлила. самсунги например с 5 мпк камерой снимают очень хорошо. и еще хорошие игры на нем играть...	0
355	Самый провальный из самсунгов со своим 4+4 процессором умудряется сильно лагать, камера обычная ниченм не примечательная, если покупать с 16 гб памяти то приложения нельзя перекинуть на микро сд, как и прошлогоднем флагмане используется платик довольно посредственного качества, их фишки с...	0
356	Калибровка экрана тупит сильно.Для чего ему сенсорный экран вообще не понятно. А если с тачскрином что случиться то считай в мусор.	0
357	у меня на этом телефоне не проверяется балланс...хотя пользуюсь всего пару месяцев..от симки это не зависит..(пробывала менять)..постоянно тормозит..жалею что купила	0
358	Ну что можно сказать об этом телефоне? Привлекательный дизайн, удобно лежит в руке, приложения быстро работают, ну и не плохая камера. Самый большой минус этого аппарата нету WI-FI, ну как создавая такую модель не впихнули туда WI-FI? Да и не понятно как с интернетом тут работать. Разъединяешь...	0
359	Вот почему пишете то чего не знаете. Где на Оста вы углядели ЛТЕ модуль??? он только на снепдрагоновской версии аппарата. Все что туда понапичкамли есть и в других аппаратах. много понтов из ничего. разве что фул ХД экран. но объясните мне, зачем на мобильном аппарате ОНО, это что телевизор??	0
360	Не покупайте продукцию филипс! Сервиса в РФ нет! Пусть сами их юзают.... Телефон работал полгода...сдох сенсор. На оф сайте филипсов нашел сервис. Замена 1200 ру. Деталь под заказ 2-3 недели....и это только на словах)) Думаю можно смело умножить на 2. Можно конечно самому купить тачскрин и маленькую...	0
361	понятное дело что отстой китайский еще тот, но ни о гарантии ни о качестве речи даже не идет и что интересно спокойствие олимпийское. думаю что не стоит брать, тем более что служит макс год-два, хорошо если. у нас ребята брали на другом сайте, цены такие же и качество на год.	0
362	Всем привет. Подарили телефон, сначала был восторг. Но только начал пользоваться сталкнулся с огроооомной проблемой по крайней мере для себя, батарейка умирает буквально через 5-6 часов. Отключил все что возможно, добавил один час работы. И это я не использовал его как смарт, исключительно просто...	0
363	Купил как вторую трубку на рабочее место, в первый же день пропустил более десятка звонков. Оказалось входящие не работают. На следующий день пошел сдавать. Поменяли в Связном сразу же, но деньги возврат только через экспертизу. поменяв сказали, что не первое обращение по этой модели. Сеть ловит...	0
364	Через 2 месяца после покупки перестал запускаться, в сервисе сказали, что там какие-то сертификаты слетели. Через какое-то время отказал блютуз. Затем опять поломка, в сервисе сказали, что его проще похоронить, чем ремонтировать, но я не послушал их и отдал в оригинальный сервис, после чего на нем...	0
365	С новым телефоном возникла проблема с будильником,когда задаешь на короткое время(например через минут 5 что-бы звенел) все работает и будильник можно выкл.,а когда на долгое(через часов 7-8) то звенит невозможно выключить только если выкл. сам телефон,просто не появляется надпись (отложить) или...	0
366	К сожалению интерфейс напоминает первые китайские серые телефончики.Неудобен и не локоничен.Долго искать кнопками нужные функции.Нет отдельной кнопки на фонарик.Надо разблокировать клавиатуру для включения и выключения.Камера натягивает на 0.5 м.пикселя.Достоинства -батарея большой ёмкости.	0
367	Купил телефон в магазине Связной на Богатырском проспекте в Окее Samsung Galaxy Y Duos ,стали его заряжать, а зарядка не продержалась и 6 часов , при том что я совсем не разговаривал в этот день. Я пошел в магазин и хотел сдать свой телефон в магазин обратно и получить за него деньги, но к...	0
368	Полная ерунда, а не телефон, столько рекламы, а в итоге полный ноль. Работает нормально только пока чистый. Начинаешь что-нибудь записывать, появляются мелкие глюки-то звук пропадает в играх или на звонке, то зависает на несколько секунд при перелистывании телефонной книги, то маркет начинает...	0
369	да я тоже думаю 4 самый нормальный Джопс когда его создал он сказал что это самый оптимальный размер для телефона и что после джопса это уже не то....	0
370	Такой же S4 я на Алтын Орде за 6000 тг это 1200 руб или 41,3 долара видел фиг блин отлечишь только по весу	0
371	телефон сразу понравился. взял белый смотрится богаче. но в этот же день отклеилась эмблема на задней крышке хорошо не потерял приклеил обратно (на вид железная а на самом деле как фольга) мелочь но неприятная. батарея слабенькая только в режиме разговоров держит день, а если чуть музыки чуть...	0
372	Маркетинг- это ядовитый дурман, из-за которого многие покупают не самое лучшее. Из-за наглой рекламы Самсунга, Айфона, Сони,да уже и НТС все уверовали, что лучше гаджетов, чем от этих брендов нет. А вот Lg Optimus G- яркий пример продукта высокого качества , до которого на сегодняшний день не...	0
373	купила 2 месяца назад, вроде все устраивало.. и цена и вид, да и функциональность хороша..только упал у меня он на паркет и все.. экран в вдребезги, менять нет смысле, легче новый купить, так что экраны у нокиа отстой одно падение и на мусорку!	0
374	...не смотря на все превосходства этих моделей(уан экс, иксперия, галакси эс три) в России нет технической базы для полноценного их использования(т.е. качество и скорость интернета на радио частоте очень плохое) . Иначе говоря - вышли из квартиры и этот преславутый флагман превращается в банальную...	0
375	у телефона камера не 2 мегапикселя меньше,в режиме без звука не вибрирует просто светится,1 основная симка плохо,нет выбора оператора с которого нужно позвонить пока через опции не зайдешь,долго!не ставится мелодии на определенных абонентов только на смс и звонки 4 мелодии с флеш карты ,плохо!	0
376	Данный телефон лучше никогда не покупать. Он не стоит того. Вроде бы и дизайн неплохой, всякие навороты, но это нафиг не нужно, когда он с новья тормозит(особенно при снятии блокировки и при открывании меню). Программ на него особо не поставишь. Маленькая внутренняя память телефона. Этому телефону...	0
377	Телефон полное г, разрешение очень низкое, просмотр видео проблематичен(не все читает), при разговоре вторая сим отключается, корпус похлипывает, камера на 8 не тянет даже близко, зарядки хватает максимум на день, короче телефон не стоит таких денег.	0
378	Не думаю что кто нибудь будет восторгаться телефоном, купленным за немалые я считаю деньги, который вырубается на ходу и лежит кирпичом. Кнопка громкости вниз + кнопка питания... ура, ожил! А мне это надо?! Я хочу чтобы девайс работал. Кстати впервые вижу чтобы экран смартфона МЕРЦАЛ. Слава богу что...	0
379	купила такой белый, через 2 недели сломался. звоню и ни кто меня не слышит, но я слышу своего собеседника и себя. на ремонт сдала где купила, мне его не отремонтировали, отдала знакомым на ремонт они не могут определить что с ним. короче это фигня!	0
380	"купил два месяца назад за 100000 Тенге в Магазине ""Сулпаk"" цвет Черный. Дизайн Хороший а остальное фигня... процессор очень сла6ый, программ и игр очень мало.. а что есть Дорого... Когда слушаю музыку и нажимаю на стрелку что6ы откатит назад она Свертываеться на мелькие экраны... и Кнопка..."	0
381	редкостное г!!! в предыдущем отзыве писали, что вряд ли найдется дама, которая купит такой телефон, ибо он предназначен скорее для мужчин. Я дама! И повелась на дизайн, который на мой взгляд единственное достоинство данного агрегата (телефоном ЭТО назвать сложно) Через 3(!) месяца после покупки...	0
382	огрызок он и есть огрызок я не понемаю как можно за него платить такие деньги LTE не работает ,нет карты памяти , привязка к компу , ограничение по загрузки без WIFI и самое главное почему я должен платить за приложения если они в другиг ОС безплатны??????????!!!!!!!!!!!!!!!!!!!!!	0
383	"Суть в том. что ""Защищенный смартфон Texet TM 3200R"" оказался на поверку не то что НЕ защищенным, да еще и способный сам себя убить, Да да, я тоже думал что такого не может быть однако, вот что случилось именно с моим Texet TM 3200R смотрите читайте обсуждайте http://texet-tm-3200r.ru"	0
384	Да покупайте лучше ASUS PAD FONE. ни чем не слабее чем OPTIMUS G или XPERIA Z, но и планшет в придачу. я его купил не давно. На работе со смартом хожу как обычно. Но вот дома,.. знаете как приятно переключится на док экран и смотреть кино или читать книги с большого экрана или гонять игрушки. Можно...	0
385	Купила и второй раз пытаюсь поменять его на другую модель гонит толи батарея толи сам аппарат выключился завис и не в какую не реагирует вот опять понесу в сервис там они на меня посмотрят и подумают что опять принесла сама сломала капец аж самой не удобно а ведь аппарат дорогой выбирала думала что...	0
386	Ужасный телефон. Глючит и у меня, и у моего брата(хотя об стену его не кидаем, так что не с чего бы). Если сидишь в контакте, сам выключается, после чего приходится заново вводить все логины и пароли абсолютно на всех сайтах. Фотки лагают, задняя крышка не держится вообще. Текст не виден совершенно....	0
387	данную модель телефона я купил 11 месяцев назад. первые месяцы телефон верно служил на благо хозяину, но в последнее время началось активное пожирание памяти из-за чего телефон невыносимо тормозит и глючит. а на днях он линять начал.... только шерсть вот новая не растет :) всмысле у этого девайса...	0
388	Диктофон мне на него поставили - пишет; с ПК синхронизируется. Стилус ношу на брелоке для ключей, а сам гаджет - в чехле LUARDI (продали вместе с КПК, защитной плёнкой на экран и запасным аккамулятором). Навигатором не пользуюсь принципиально. По мультимедии нареканий нет, впрочем как и высоких к...	0
389	Для своей цены очень даже не плох. Но меня всегда расстраивает то, заявленные характеристики не соответствуют действительности. Так заявлено, что время в режиме ожидания составляет 360 часов. На практике - после зарядки телефон разрядился через 130 часов, при этом SIM карты в нём отсутствовали! Т.е....	0
390	Три месяца мучился, то глючит, то батарея разряжается к концу рабочего дня, а то не принимает звонки и невозможно позвонить. Купил Эксплэй на 2 симки за 1800 рублей и ношу сейчас оба: P- для красоты , а Эксплэй для работы на телефоне..............	0
391	Телефон ацтойный! СМСки не набрать, фоток нет, память НОЛЬ, через ДВА месяца работы самопроизвольно стал разряжаться просто лежа и даже не принимая звонки! Постоянно приходится держать на зарядке если хочешь не пропустить важный звонок. В общем купив за 1990 рублей в магазине ЕВРОСЕТЬ - стало...	0
392	Начну с того что использовал телефон только 1 день. И скажу что это был эксперимент сравнения 3 флагманов. Так вот это самый тяжелый и не удобный и тяжелый телефон из трех( Samsung galaxy s 3, iPhone 5 и Lumia920). Очень не удобно и тяжело например набирать сообщения! Плюс он очень толстый и многие...	0
393	На 4 день покупки ,я разрядила телефон в ноль,после этого телефон перестал реагировать на зарядку не от сети и юсби. Высвечивается только натпись нокия и телефон не запускается далее,очень разочаровалась. Лучше б с 3 самсунг вязла теперь мучаюсь!	0
394	Нормальный телефон за свою цену(6,500руб). Я люблю логические игры, где не требуется особой мощности, по-этому все устраивает. Интернет нормально, на ютаб что-то посмотреть или просто на яндекс нормально. Вот некоторые проги например по просмотру видеоклипов, которые скачала на плэй маркет, не...	0
395	Cенсор ужасный(прикосноверия пальцем почти не чувствуется,только ногтем). Динароватьмик тихий.. Чтобы обычное меню открыть надо ждать 2 сек.А что бы открыть игры и приложения надо ждать секунд 5...Если нужно быстро что либо и чётко свотографировать,то с этим телефоном не выйдет.Нажимаешь кнопку...	0
396	не Айс!повёлся на цену и размеры экрана, не видитесь люд честной! 4 дня подержал в руках и пошел сдаваться, понял что долго он жить не прикажет (качество),стекло давит на жк матрицу это очень видно когда клацаешь по нему,люди у кого он был больше 3 мес пишут мол экран отказал,вылезла зелёная полоска...	0
397	Выбираю себе новый аппарат, до этого не мог решить, что лучше: Android или Windows Phone. К счастью, довелось пользоваться HTC Radar вне магазина (надо было на него игры закачать), после чего я поменял своё мнение относительно Windows Phone. Надо сказать, что сам аппарат очень хорош. Корпус...	0
398	это ужасный телефон(((((( купила год назад три раза на ремонт отдавала!!!((((( ужасная связь,платформа,функции,часто виснет,иногда не включается, вобщем полный пи***ц ХОРОШО ЧТО СКОРО НА ДНЮХУ LG Optimus L7 КУПЯТ!!!!))))))	0
399	Очень очень очень жаль... А именно, телефон симпатичный и шустренький, но оочь много НО, которые превращают этот шедевр в НИЧТО !!! Все недостатки этого телефона я перечислил,- и, крайне не радуют те люди, которые их не замечают, или осознанно пишут, что мол всё тип-топ... Так и хочется сказать,-...	0
400	Купила за $720 месяц назад в Израиле (пока не начали официально здесь завозить). Через 4 дня телефон упал на пол с высоты около метра - экран вдребезги. Это при том, что они его зарекомендовали, как суперпрочный??? Новый экран на ebay от $100. Короче, крайне недовольна. Починили мне экран, благодаря...	0
401	Пользуюсь телефоном,при покупке следует купить пленку на экран, в остальном телефон неплохой	0
402	Очень хороший телефон - one X. Жду One X PLUS. Поскольку не хватает памяти и батареи - это два основных недостатка. Еще бы миллиметров на 5 сделать его поуже - было бы очень удобно держать. И черт с ним, что экран был бы чуть меньше	0
